Investor ID,Name,Country of registration/origin,Classification,Investor homepage,Opencorporates link,Comment,Action comment
37628,Tracon Trading Pvt. Ltd/ Co.,Ethiopia,Private company,,,,
37629,Tsegaye Demoze Agricultural Development,Ethiopia,Private company,,,,
37630,Northern Coffee Corporation Ltd,Zambia,Private company,,,,
37631,Unknown (Saudi Star Agricultural Development Plc),Ethiopia,Private company,,,,
37632,"Unknown (Boleyn International, in United Republic of Tanzania, 37632)",Tanzania,Private company,,,,
37635,Hevecam SA,Cameroon,Private company,,,,
37636,Sud-Cameroun Hevea S.A.,Cameroon,Private company,,,,
37638,Finlays Tea Estates Sri Lanka,Sri Lanka,Private company,,,,
37639,PT Bilah Plantindo,Indonesia,Private company,,,,
37641,PT Sembada Sennah Maju,Indonesia,Private company,,,,
37642,Socfin Agricultural Company Sierra Leone Ltd.,Sierra Leone,Private company,,,,
37646,Guinee Energia S.A.,Guinea,Private company,,,,
37647,Senergie S.A.,Senegal,Private company,,,,
37648,O.B.M. Ethio Renewable Energy,Ethiopia,Private company,,,,
37650,Unknown (Carbon2Green),"Congo, Dem. Rep.",Private company,,,,
37651,Unknown (Greater Kingdom Group),"Congo, Dem. Rep.",Private company,,,,
37655,Abellon CleanEnergy Ghana Ltd,Ghana,Private company,,,,
37656,PT Prima Mitrajaya Mandiri,Indonesia,Private company,,,,
37657,Alpha and Omega Developers (Pvt) Ltd.,Sri Lanka,Private company,,,,
37658,PT Teguh Jayaprima Abadi,Indonesia,Private company,,,,
37659,Unknown (Banyan Tree Holdings Limited),Sri Lanka,Private company,,,,
37660,Unknown (Rajawali Group),Indonesia,Private company,,,,
37662,Kenya Jatropha Energy Ltd,Kenya,Private company,,,,
37663,Soguipah,Guinea,Private company,,,,
37664,PT Socfindo,Indonesia,Private company,,,,
37666,African Crops Ltd.,Zambia,Private company,,,,
37668,Congo  BioFuels (CBF),"Congo, Dem. Rep.",Private company,,,,
37669,Bumitama Agri Ltd,Indonesia,Private company,,,,
37670,"Unknown (Kencana Agri Limited, in Indonesia, 37670)",Indonesia,Private company,,,,
37672,"Unknown (Kencana Agri Limited, in Indonesia, 37672)",Indonesia,Private company,,,,
37673,"Unknown (Kencana Agri Limited, in Indonesia, 37673)",Indonesia,Private company,,,,
37674,"Unknown (Kencana Agri Limited, in Indonesia, 37674)",Indonesia,Private company,,,,
37675,PT Andalas Wahana Sukses,Indonesia,Private company,,,,
37677,Unknown (Arkadia Ltd),Tanzania,Private company,,,,
37678,Bio-Energy Tanzania Ltd,Tanzania,Private company,,,,
37681,CMC Agriculture Bio- energy Tanzania,Tanzania,Private company,,,,
37683,Unknown (Eurotech),Tanzania,Private company,,,,
37684,Eurovistaa Tanzania Ltd,Tanzania,Private company,,,,
37685,FJS African Starch Development Co. Ltd.,Tanzania,Private company,,,,
37687,Lukulilo Farm Holdings,Tanzania,Private company,,,,
37688,Mufindi Paper Mills Limited,Tanzania,Private company,,,,
37689,NB Tanagro Limited,Tanzania,Private company,,,,
37690,Unknown (Mahakaushal Sugar and Power Industries Ltd),Tanzania,Private company,,,,
37692,Unknown (SyEnergy Agriproduction),Tanzania,Private company,,,,
37695,Cenafarms,Zambia,Private company,,,,
37696,Kaidi Biomass Zambia Limited (KBZ),Zambia,Private company,,,,
37697,Gandules INC SAC,Peru,Private company,,,,
37698,Unknown (Sinochem Group),Indonesia,Private company,,,,
37699,Kapunga Rice Project Ltd.,Tanzania,Private company,,,,
37700,"Unknown (Hainan Baisha, Hateg Corporation, Mazhongdu International)",Indonesia,Private company,,,,
37707,"Unknown (Boleyn International, in United Republic of Tanzania, 37707)",Tanzania,Private company,,,,
37708,Tabut Ltd.,Papua New Guinea,Private company,,,,
37709,Investco Corp.,Vietnam,Private company,,,,
37710,Estate Management Services (Private) Limited,Sri Lanka,Private company,,,,
37711,"Unknown (AZ Group, Daun Penh Construction Group, ING, SMEC)",Cambodia,Private company,,,,
37712,Vietnam-Japan Chip Corporation (Vijachip),Vietnam,Private company,,,,
37714,Unknown (Lime Tree Capital),Cambodia,Private company,,,,
37715,"Unknown (Government, Government)",Lao PDR,Private company,,,,
37718,"Unknown (Shandong Gold Group, in Argentina, 37718)",Argentina,Private company,,,,
37719,Atlantic Resources Limited,Liberia,Private company,,,,
37721,Oscar Rubén Gauna,Argentina,Private company,,,,
37723,unknown (Billion Venture Sdn Bhd),Malaysia,Private company,,,,
37725,Unknown (Goodhope Asia Holdings Ltd),Cameroon,Private company,,,,
37726,Brabanta S.P.R.L.,"Congo, Dem. Rep.",Private company,,,,
37728,Nocafex SPRL,"Congo, Dem. Rep.",Private company,,,,
37730,Ibi Village,"Congo, Dem. Rep.",Private company,,,,
37732,Nega Mamay Mihret,Ethiopia,Private company,,,,
37733,AYCOOM Agricultural Development Plc,Ethiopia,Private company,,,,
37735,Unknown (Brazil Agro-Business Group),Ghana,Private company,,,,
37736,GOPDC (Ghana Oil Palm Development Corporation),Ghana,Private company,,,,
37743,Elaion Africa Limitada (Ltd.),Mozambique,Private company,,,,
37745,Wanbao Africa Agricultural Development Company,Mozambique,Private company,,,,
37746,Grown Energy Zambeze Ltda,Mozambique,Private company,,,,
37748,Wanbao Africa agriculture Development Limitada  (WAADL),Mozambique,Private company,,,,
37751,IBS Agro Industries in Gaya,Niger,Private company,,,,
37753,Unknown (Unknown),Sierra Leone,Private company,,,,
37755,SBE Sénégal Sarl,Senegal,Private company,,,,
37757,Société de tomates séchées STS,Senegal,Private company,,,,
37758,EmVest Barvale,South Africa,Private company,,,,
37759,Farmsecure,South Africa,Private company,,,,
37760,Unknown (Hadi Property Investment),Sudan,Private company,,,,
37762,KCY Mpanga Co.Ltd  (Kilimo cha Yesu),Tanzania,Private company,,,,
37763,Agro Forest Plantation (AFP),Tanzania,Private company,,,,
37764,TPC Ltd.,Tanzania,Private company,,,,
37765,"Unknown (Shanta Estates Ltd, in United Republic of Tanzania, 37765)",Tanzania,Private company,,,,
37766,Eco Carbone Tanzania,Tanzania,Private company,,,,
37769,Ariston Holdings Ltd.,Zimbabwe,Private company,,,,
37771,Kiryana Ranch,Uganda,Private company,,,,
37772,Outspan Bolovens Limited (OBL),Lao PDR,Private company,,,,
37773,Unknown (Puzzolana Group),Zambia,Private company,,,,
37774,Lao Indochina Group Co. Ltd.,Lao PDR,Private company,,,,
37777,Unknown (RTL World Trade Company),Lao PDR,Private company,,,,
37778,Unknown (Thai Beverage Public Company Limited (Thai Bev)),Lao PDR,Private company,,,,
37779,Dau Tieng - Viet Lao Rubber Joint Stock Company,Lao PDR,Private company,,,,
37780,West End Farms,Cameroon,Private company,,,,
37781,Formako Company Ltd,Ghana,Private company,,,,
37783,Unknown (21st Century Energy),Côte d'Ivoire,Private company,,,,
37784,Unknown (Maeva Group),Côte d'Ivoire,Private company,,,,
37786,Agro Industrie Développement SA (AID-SA),Mali,Private company,,,,
37789,PT Temila Agro Abadi,Indonesia,Private company,,,,
37790,PT Landak Bhakti Palma,Indonesia,Private company,,,,
37794,GPC Group,Colombia,Private company,,,,
37795,Grupo Rondobel,Brazil,Private company,,,,
37803,AZUNOSA,Honduras,Private company,,,,
37805,Rosita D,Nicaragua,Private company,,,,
37806,"Unknown (Fundación Paz Global, in Paraguay, 37806)",Paraguay,Private company,,,,
37808,"Unknown (Unknown (5017), in South Sudan, 37808)",South Sudan,Private company,,,,
37809,"Unknown (Unknown (1995), in South Sudan, 37809)",South Sudan,Private company,,,,
37810,"Unknown (Unknown (5016), in South Sudan, 37810)",South Sudan,Private company,,,,
37811,"Unknown (Ajeenkya D Y Patil Group, in Guyana, 37811)",Guyana,Private company,,,,
37813,Unknown (Prime Minister),Ethiopia,Private company,,,,
37818,"Unknown (China National Constructional and Agricultural Machinery Import and Export Corp. (CAMCE), Palawan Bioenergy Development Corporation)",Philippines,Private company,,,,
37819,"Unknown (Almarai Co., in Argentina, 37819)",Argentina,Private company,,,,
37820,"Unknown (Biomax, Gourock Ropes & Canvas (Z) Ltd)",Zambia,Private company,,,,
37822,ZAMPALM,Zambia,Private company,,,,approved
37825,"Unknown (Monica Semillas, in Colombia, 37825)",Colombia,Private company,,,"Due to the complex structure of the investor relationship, the operating company is described in this form.",
37826,Agricola Alpamayo S.A.,Peru,Private company,,,,
37827,Agro Las Dunas E.I.R.L.,Peru,Private company,,,,
37828,Pan Caribbean Sugar Company Ltda.,Jamaica,Private company,,,,
37829,Viet Lao Rubber Joint Stock Company,Lao PDR,Private company,,,,
37831,Dien Bien - Northern Lao Rubber Co. Ltd.,Lao PDR,Private company,,,,
37832,Ho Chi Minh City Rubber JSC,Lao PDR,Private company,,,,
37833,Viet Nam-Laos Coffee Joint Stock Co.,Lao PDR,Private company,,,,
37834,Tin Nghia Agro-product Processing Company,Lao PDR,Private company,,,,
37835,Unknown (Saigon Agricultural Corporation),Lao PDR,Private company,,,,
37836,Quasa Geruco Joint Stock Co,Lao PDR,Private company,,,,
37838,Compañía Minera San Simon S.A.,Peru,Private company,,,,
37839,Molino La Perla,Peru,Private company,,,,
37840,Villa Agro EIRL.,Peru,Private company,,,,
37841,Avícola El Rocio SA.,Peru,Private company,,,,
37843,Unknown (CONSORCIO JRC AGROINDUSTRIAS S.A.C),Peru,Private company,,,,
37846,"Unknown (Guangdong Guangyan Fishery Group Co. Ltd. , Sun Warm Tuna Co.)",Philippines,Private company,,,,
37847,Delta Lao Coffee,Lao PDR,Private company,,,,
37848,"Unknown (Taniyama Siam Company Ltd., in Thailand, 37848)",Thailand,Private company,,,,
37850,Defence Research and Development Organisation,India,Private company,,,,
37851,Indian Institute of Science,India,Private company,,,,
37853,Sagitaur Ventures India Pvt. Ltd.,India,Private company,,,,
37854,Vietnam-Laos Friendship Rubber Co. (LVF),Lao PDR,Private company,,,,
37855,Hoang Anh Attapeu Agriculture Development Co. Ltd.,Lao PDR,Private company,,,,
37856,"Hoang Anh Attapeu Sugar Cane Co., Ltd.",Lao PDR,Private company,,,,
37861,Unknown (ASOCIACION PAMPA 3 CHOZAS),Peru,Private company,,,,
37866,Indian Space Research Organisation,India,Private company,,,,
37867,Bhabha Atomic Research Centre,India,Private company,,,,
37868,"Unknown (First Pacific, Sterling Paper Group)",Philippines,Private company,,,,
37869,Philippine Fuhua Sterling Agricultural Technology Development Corporation,Philippines,Private company,,,,
37870,Unknown (Cie Automotive S.A.),Philippines,Private company,,,,
37872,Hoang Anh – Quang Minh Rubber Industrial and Agricultural JSC,Lao PDR,Private company,,,,
37873,Olam Algodao do Valo do Zambeze,Mozambique,Private company,,,,
37876,Unknown (Rajarambapu Patil Sahakari Sakhar Karkhana Ltd.),Mozambique,Private company,,,,
37877,"Phongsapthavy Road-Bridge Construction Company, Ltd.",Lao PDR,Private company,,,,
37878,Chikweti Forests,Mozambique,Private company,,,,
37879,"Unknown (Pavina Coffee Company, Ltd.)",Lao PDR,Private company,,,,
37881,"Unknown (Pavina Agriculture Development Co. Ltd., in Lao People's Democratic Republic, 37881)",Lao PDR,Private company,,,,
37882,"Unknown (Chaleurn SCF Company Ltd., in Lao People's Democratic Republic, 37882)",Lao PDR,Private company,,,,
37883,"Unknown (Houfuco Company, Ltd.)",Lao PDR,Private company,,,,
37884,"Sithat Road- Bridge Construction Company, Ltd.",Lao PDR,Private company,,,,
37885,"Unknown (Paolong Rubber Plantation Company, Ltd.)",Lao PDR,Private company,,,,
37886,"Unknown (Jiasouang Rubber Promotion Co., Ltd.)",Lao PDR,Private company,,,,
37887,"Unknown (BioEnergy Northern Luzon Inc., Pacific Bio-Fields Corp)",Philippines,Private company,,,,
37888,Sarangani Bio Corporation (SBC),Philippines,Private company,,,,
37889,China-Lao Ruifeng Rubber Company,Lao PDR,Private company,,,,
37891,Telmo Luis García da Rosa Montssi,Uruguay,Private company,,,,
37892,Shirley Elízabeth San Martín Machado,Uruguay,Private company,,,,
37894,Unknown (Diyuan),Lao PDR,Private company,,,,
37895,Unknown (Shengli Rubber Co),Lao PDR,Private company,,,,
37897,Saiphajan,Lao PDR,Private company,,,,
37899,Minerales Victoria,Honduras,Private company,,,,
37901,Rera Holdings Limited,Papua New Guinea,Private company,,,,
37905,"Unknown (Kuok Group, San Miguel Corp.)",Philippines,Private company,,,,
37906,Taganito HPAL Nickel Corporation (THPAL),Philippines,Private company,,,,
37907,"Unknown (AgriNurture Inc. (ANI), Far East Agricultural Investment Co)",Philippines,Private company,,,,
37909,Grupo Barriga Negra,Uruguay,Private company,,,,
37910,Grupo de la Sierra,Uruguay,Private company,,,,
37911,Grupo Villa del Rosario,Uruguay,Private company,,,,
37913,Leonardo Marcel Núñez Correa,Uruguay,Private company,,,,
37915,Southern Forest Resources (SFR),Vietnam,Private company,,,,
37916,D1 Oils Fuel Crops India Private Limited,India,Private company,,,,
37921,Unknown (Jiachuang Rubber Promotion Company Ltd.),Lao PDR,Private company,,,,
37923,Unknown (Taijiang),Lao PDR,Private company,,,,
37926,Unknown (Tabuk Agricultural Development Company (TADCO)),Philippines,Private company,,,,
37927,Sino-Lao Rubber Company,Lao PDR,Private company,,,,
37928,Dao Coffee Company,Lao PDR,Private company,,,,
37929,PT Bio Inti Agrindo,Indonesia,Private company,,,,
37930,Partrouge Moçambique Lda,Mozambique,Private company,,,,
37931,Bionexx,Madagascar,Private company,,,,
37932,Unknown (Ying Jiu Pa Company Ltd.),Lao PDR,Private company,,,,
37933,Unknown (Jien Fong),Lao PDR,Private company,,,,
37935,"Siphansalika Rubber Development Co., Ltd.",Lao PDR,Private company,,,,
37936,"Unknown (Chongxay Rubber Co., Ltd.)",Lao PDR,Private company,,,,
37937,Mocambique Inhlavuka,Mozambique,Private company,,,,
37938,Kouangsy,Lao PDR,Private company,,,,
37940,Unknown (Bao Sen Rubber Development),Lao PDR,Private company,,,,
37941,Campos Morombí S.A,Paraguay,Private company,,,,
37945,Unknown (Basic Energy Corporation),Philippines,Private company,,,,
37948,Unknown (Chonghe),Lao PDR,Private company,,,,
37949,Unknown (Flour Lao China),Lao PDR,Private company,,,,
37950,Unknown (Yunnan Rubber Company Ltd.),Lao PDR,Private company,,,,
37952,Unknown (Seunly Rubber Plantation Company),Lao PDR,Private company,,,,
37953,Unknown (Deshang),Lao PDR,Private company,,,,
37954,Unknown (Jiafeng),Lao PDR,Private company,,,,
37955,Unknown (Jinsen),Lao PDR,Private company,,,,
37956,Unknown (Leilin),Lao PDR,Private company,,,,
37957,"Unknown (Central Luzon Bioenergy Corp., Enviroplasma)",Philippines,Private company,,,,
37958,LS (Ruipu),Lao PDR,Private company,,,,
37959,Unknown (Luhang),Lao PDR,Private company,,,,
37961,Unknown (Nanyong),Lao PDR,Private company,,,,
37963,"Unknown (Xishuangbanna Foreign Trade Co., Ltd.)",Lao PDR,Private company,,,,
37965,Unknown (Pantaleon),Guatemala,Private company,,,,
37966,Rocío Torres Carcasi,Peru,Private company,,,,
37968,Unknown (Herminio Teves Company Inc),Philippines,Private company,,,,
37970,"Unknown (Korea Overseas Grain Investment and Development Co, Philippine Agricultural Development and Commercial Corp., Philippine Maize Federation)",Philippines,Private company,,,,
37971,Bioenergy SA.,Colombia,Private company,,,,
37972,Chimú Agropecuaria SA.,Peru,Private company,,,,
37975,ECO S.A.,Peru,Private company,,,,
37976,OceanaGold Philippines Inc,Philippines,Private company,,,,
37978,"Unknown (La Esperanza Timberland Holding Limited, in Colombia, 37978)",Colombia,Private company,,,,
37979,"Unknown (La Diana Timberland Holdings Limited, in Colombia, 37979)",Colombia,Private company,,,,
37982,"Unknown (Potosí Timberland Holdings Limited, in Colombia, 37982)",Colombia,Private company,,,,
37983,"Unknown (Las Ventas Timberland Holdings Limited, in Colombia, 37983)",Colombia,Private company,,,,
37985,"Unknown (La Libertad Wood Holdings Limited, in Colombia, 37985)",Colombia,Private company,,,,
37986,"Unknown (La Paz Wood Holding Limited, in Colombia, 37986)",Colombia,Private company,,,,
37988,"Unknown (La Esperanza Wood Holding Limited, in Colombia, 37988)",Colombia,Private company,,,,
37990,"Unknown (Canaguay Wood Holding Limited, in Colombia, 37990)",Colombia,Private company,,,,
37991,"Unknown (El Morichal Wood Holding Limited, in Colombia, 37991)",Colombia,Private company,,,,
37993,"Unknown (Paraíso Wood Holding Limited, in Colombia, 37993)",Colombia,Private company,,,,
37994,Unknown (Thai Rubber Latex Corporation (Thailand) Public Company Limited (Thaitex)),Lao PDR,Private company,,,,
37996,"Unknown (Abbar and Zainy, Far East Agricultural Investment Co)",Philippines,Private company,,,,
37997,Compangie Agricole de St. Louis,Senegal,Private company,,,,
37998,AGRINA,Senegal,Private company,,,,
37999,Unknown (Abdulaye Wade),Senegal,Private company,,,,
38000,Unknown (Hayat),Senegal,Private company,,,,
38001,African National Oil Corporation Sarl,Senegal,Private company,,,,
38003,CBL Agri Zambia Limited (CBAZ),Zambia,Private company,,,,
38004,Murrimo Macadamia Lda,Mozambique,Private company,,,,
38006,"Guangxi Oji Plantation Forest Co., Ltd.",China,Private company,,,,
38007,"Huizhou Nanyou Forest Development Co., Ltd. (KPFL)",China,Private company,,,,
38008,APRIL SSYMB,China,Private company,,,,
38010,"Sinar Mas Paper (China) Investment Co., Ltd.",China,Private company,,,,
38011,Corporación Miraflores S.A (COMISA),Peru,Private company,,,,
38012,Compañía Cervecerías Unidas (CCU),Chile,Private company,,,,
38013,"Unknown (City Government of Taguig, Laguna Lake Development Authority (LLDA))",Philippines,State-/government (owned) company,,,,
38014,AgriNurture Inc. (ANI),Philippines,Private company,,,,
38016,Sumifru Philippines Corporation,Philippines,Private company,,,,
38017,"Unknown (Bruno Mauricio Varela Marin, in Argentina, 38017)",Argentina,Private company,,,,
38018,"Hainan Jinhai Pulp & Paper Industry Co., Ltd.",China,Private company,,,,
38020,Unknown (Sinar Mas Group),China,Private company,,,,
38023,China Agri-Industries Holdings Limited,China,Private company,,,,
38024,Curcas Oil Philippines Inc,Philippines,Private company,,,,
38026,"Unknown (Cofco, in China, 38026)",China,Private company,,,,
38027,Dole Philippines Inc (DOLEFIL),Philippines,Private company,,,,
38028,"COFCO Tunhe Sugar Co., Ltd.",China,Private company,,,,
