Number,Item Group Code,Item Group,Category,Source,Crop category,Uses,Comment,Item Code,Item,Categorized?,Review,Factor,HS Code,HS07 Code,HS12 Code,CPC Code,Origin of data
569,1904,Animal fats,Animal oil,,Non crops,,,1040,"Fat, pig butcher",,,1,,20900,20910,21511.02,"From ""item group"" in trade definitions"
570,1904,Animal fats,Animal oil,,Non crops,,,1037,"Fat, pigs",,,1,,20900,20910,21511.01,"From ""item group"" in trade definitions"
571,1904,Animal fats,Animal oil,,Non crops,,,1065,"Fat, poultry",,,1,,20900,20990,21511.03,"From ""item group"" in trade definitions"
572,1904,Animal fats,Animal oil,,Non crops,,,979,"Fat, sheep",,,1,,150200,150290,21514,"From ""item group"" in trade definitions"
573,1904,Animal fats,Animal oil,,Non crops,,,994,Grease incl. lanolin wool,,,1,,150500,150500,F0994,"From ""item group"" in trade definitions"
574,1904,Animal fats,Animal oil,,Non crops,,,1221,Lard stearine oil,,,1,,150300,150300,21529.02,"From ""item group"" in trade definitions"
575,1904,Animal fats,Animal oil,,Non crops,,,1168,"Oils, fats of animal nes",,,1,,150600,150600,21529.03,"From ""item group"" in trade definitions"
576,1904,Animal fats,Animal oil,,Non crops,,,1225,Tallow,,,1,,150200,150210,21523,"From ""item group"" in trade definitions"
577,1976,Animal Oil+Fat+Grs,Animal oil,,Non crops,,,1129,"Fat, camels",,,1,,150600,150600,21519.02,"From ""item group"" in trade definitions"
578,1976,Animal Oil+Fat+Grs,Animal oil,,Non crops,,,869,"Fat, cattle",,,1,,150200,150290,21512,"From ""item group"" in trade definitions"
579,1976,Animal Oil+Fat+Grs,Animal oil,,Non crops,,,871,"Fat, cattle butcher",,,1,,150200,150290,21512.01,"From ""item group"" in trade definitions"
580,1976,Animal Oil+Fat+Grs,Animal oil,,Non crops,,,1040,"Fat, pig butcher",,,1,,20900,20910,21511.02,"From ""item group"" in trade definitions"
581,1976,Animal Oil+Fat+Grs,Animal oil,,Non crops,,,1037,"Fat, pigs",,,1,,20900,20910,21511.01,"From ""item group"" in trade definitions"
582,1976,Animal Oil+Fat+Grs,Animal oil,,Non crops,,,1065,"Fat, poultry",,,1,,20900,20990,21511.03,"From ""item group"" in trade definitions"
583,1976,Animal Oil+Fat+Grs,Animal oil,,Non crops,,,979,"Fat, sheep",,,1,,150200,150290,21514,"From ""item group"" in trade definitions"
584,1976,Animal Oil+Fat+Grs,Animal oil,,Non crops,,,994,Grease incl. lanolin wool,,,1,,150500,150500,F0994,"From ""item group"" in trade definitions"
585,1976,Animal Oil+Fat+Grs,Animal oil,,Non crops,,,1221,Lard stearine oil,,,1,,150300,150300,21529.02,"From ""item group"" in trade definitions"
586,1976,Animal Oil+Fat+Grs,Animal oil,,Non crops,,,1168,"Oils, fats of animal nes",,,1,,150600,150600,21529.03,"From ""item group"" in trade definitions"
587,1976,Animal Oil+Fat+Grs,Animal oil,,Non crops,,,1225,Tallow,,,1,,150200,150210,21523,"From ""item group"" in trade definitions"
588,1903,Animal Vegetable Oil,Non-food,,Non crops,,,1183,Beeswax,,,1,,152190,152190,2960.01,"From ""item group"" in trade definitions"
589,1903,Animal Vegetable Oil,Vegetable oil,,Other crops,,,264,Butter of karite nuts,,,1,,151590,151590,21691.03,"From ""item group"" in trade definitions"
590,1903,Animal Vegetable Oil,Fats,,Non crops,,,1222,Degras,,,1,,152200,152200,21932.01,"From ""item group"" in trade definitions"
591,1903,Animal Vegetable Oil,Animal oil,,Non crops,,,1129,"Fat, camels",,,1,,150600,150600,21519.02,"From ""item group"" in trade definitions"
592,1903,Animal Vegetable Oil,Animal oil,,Non crops,,,869,"Fat, cattle",,,1,,150200,150290,21512,"From ""item group"" in trade definitions"
593,1903,Animal Vegetable Oil,Animal oil,,Non crops,,,871,"Fat, cattle butcher",,,1,,150200,150290,21512.01,"From ""item group"" in trade definitions"
594,1903,Animal Vegetable Oil,Animal oil,,Non crops,,,1040,"Fat, pig butcher",,,1,,20900,20910,21511.02,"From ""item group"" in trade definitions"
595,1903,Animal Vegetable Oil,Animal oil,,Non crops,,,1037,"Fat, pigs",,,1,,20900,20910,21511.01,"From ""item group"" in trade definitions"
596,1903,Animal Vegetable Oil,Animal oil,,Non crops,,,1065,"Fat, poultry",,,1,,20900,20990,21511.03,"From ""item group"" in trade definitions"
597,1903,Animal Vegetable Oil,Animal oil,,Non crops,,,979,"Fat, sheep",,,1,,150200,150290,21514,"From ""item group"" in trade definitions"
598,1903,Animal Vegetable Oil,Fats,,Non crops,,,1276,Fatty acids,,,1,,"382311, 382312, 382313, 382319","382311, 382312, 382313, 382319",34120,"From ""item group"" in trade definitions"
599,1903,Animal Vegetable Oil,Fats,,Non crops,,,1277,Fatty substance residues,,,1,,152200,152200,21932.02,"From ""item group"" in trade definitions"
600,1903,Animal Vegetable Oil,Animal oil,,Non crops,,,994,Grease incl. lanolin wool,,,1,,150500,150500,F0994,"From ""item group"" in trade definitions"
601,1903,Animal Vegetable Oil,Animal oil,,Non crops,,,1221,Lard stearine oil,,,1,,150300,150300,21529.02,"From ""item group"" in trade definitions"
602,1903,Animal Vegetable Oil,Miscellaneous,,Non crops,,,1274,"Oil, boiled etc",,,1,,151800,151800,34550,"From ""item group"" in trade definitions"
603,1903,Animal Vegetable Oil,Vegetable oil,,Other crops,,,266,"Oil, castor beans",,,1,,151530,151530,21691.04,"From ""item group"" in trade definitions"
604,1903,Animal Vegetable Oil,Vegetable oil,Coconut,Commodity crops,Multiple,,252,"Oil, coconut (copra)",,,1,,"151311, 151319","151311, 151319",2166,"From ""item group"" in trade definitions"
605,1903,Animal Vegetable Oil,Vegetable oil,Cotton,Commodity crops,,,331,"Oil, cottonseed",,,1,,"151221, 151229","151221, 151229",2168,"From ""item group"" in trade definitions"
606,1903,Animal Vegetable Oil,Vegetable oil,Groundnut,Commodity crops,,,244,"Oil, groundnut",,,1,,"150810, 150890","150810, 150890",2162,"From ""item group"" in trade definitions"
607,1903,Animal Vegetable Oil,Miscellaneous,,Non crops,,,1275,"Oil, hydrogenated",,,1,,"151610, 151620","151610, 151620",F1275,"From ""item group"" in trade definitions"
608,1903,Animal Vegetable Oil,Vegetable oil,,Other crops,,,278,"Oil, jojoba",,,1,,151590,151590,21691.06,"From ""item group"" in trade definitions"
609,1903,Animal Vegetable Oil,Vegetable oil,,Other crops,,,313,"Oil, kapok",,,1,,151590,151590,21691.11,"From ""item group"" in trade definitions"
610,1903,Animal Vegetable Oil,Vegetable oil,,Other crops,,,334,"Oil, linseed",,,1,,"151511, 151519","151511, 151519",21691.12,"From ""item group"" in trade definitions"
611,1903,Animal Vegetable Oil,Vegetable oil,Maize,Flex crops,,,60,"Oil, maize",,,1,,"151521, 151529","151521, 151529",21691.02,"From ""item group"" in trade definitions"
612,1903,Animal Vegetable Oil,Vegetable oil,,Other crops,,,293,"Oil, mustard",,,1,,"151491, 151499","151491, 151499",21641.02,"From ""item group"" in trade definitions"
613,1903,Animal Vegetable Oil,Vegetable oil,,Other crops,,,274,"Oil, olive residues",,,1,,151000,151000,21673,"From ""item group"" in trade definitions"
614,1903,Animal Vegetable Oil,Vegetable oil,,Other crops,,,261,"Oil, olive, virgin",,,1,,150910,150910,2167,"From ""item group"" in trade definitions"
615,1903,Animal Vegetable Oil,Vegetable oil,Oil Palm,Flex crops,,,257,"Oil, palm",,,1,,"151110, 151190","151110, 151190",2165,"From ""item group"" in trade definitions"
616,1903,Animal Vegetable Oil,Vegetable oil,Oil Palm,Flex crops,,,258,"Oil, palm kernel",,,1,,"151321, 151329","151321, 151329",21691.14,"From ""item group"" in trade definitions"
617,1903,Animal Vegetable Oil,Vegetable oil,,Other crops,,,297,"Oil, poppy",,,1,,151590,151590,21691.08,"From ""item group"" in trade definitions"
618,1903,Animal Vegetable Oil,Vegetable oil,Rapeseed,Commodity crops,Multiple,,271,"Oil, rapeseed",,,1,,"151411, 151419, 151491, 151499","151411, 151419, 151491, 151499",21641.01,"From ""item group"" in trade definitions"
619,1903,Animal Vegetable Oil,Vegetable oil,Rice,Commodity crops,,,36,"Oil, rice bran",,,1,,151590,151590,21691.01,"From ""item group"" in trade definitions"
620,1903,Animal Vegetable Oil,Vegetable oil,,Other crops,,,281,"Oil, safflower",,,1,,"151211, 151219","151211, 151219",21631.02,"From ""item group"" in trade definitions"
621,1903,Animal Vegetable Oil,Vegetable oil,,Other crops,,,290,"Oil, sesame",,,1,,151550,151550,21691.07,"From ""item group"" in trade definitions"
622,1903,Animal Vegetable Oil,Vegetable oil,Soybeans,Flex crops,,,237,"Oil, soybean",,,1,,"150710, 150790","150710, 150790",2161,"From ""item group"" in trade definitions"
623,1903,Animal Vegetable Oil,Vegetable oil,Sunflower Seed,Commodity crops,,,268,"Oil, sunflower",,,1,,"151211, 151219","151211, 151219",21631.01,"From ""item group"" in trade definitions"
624,1903,Animal Vegetable Oil,Vegetable oil,,Other crops,,,276,"Oil, tung nuts",,,1,,151590,151590,21691.05,"From ""item group"" in trade definitions"
625,1903,Animal Vegetable Oil,Vegetable oil,,Other crops,,,340,"Oil, vegetable origin nes",,,1,,"150990, 151590","150990, 151590",21691.9,"From ""item group"" in trade definitions"
626,1903,Animal Vegetable Oil,Animal oil,,Non crops,,,1168,"Oils, fats of animal nes",,,1,,150600,150600,21529.03,"From ""item group"" in trade definitions"
627,1903,Animal Vegetable Oil,Miscellaneous,,Non crops,,,1295,Spermaceti,,,1,,152190,152190,2960.02,"From ""item group"" in trade definitions"
628,1903,Animal Vegetable Oil,Animal oil,,Non crops,,,1225,Tallow,,,1,,150200,150210,21523,"From ""item group"" in trade definitions"
629,1903,Animal Vegetable Oil,Vegetable oil,,Other crops,,,306,Vegetable tallow,,,1,,151590,151590,21691.09,"From ""item group"" in trade definitions"
630,1903,Animal Vegetable Oil,Non-food,,Other crops,,,1296,Waxes vegetable,,,1,,152110,152110,21931,"From ""item group"" in trade definitions"
631,1951,Bananas and plantains,Fruits,Bananas,Commodity crops,,,486,Bananas,,,1,,80300,80390,1312,"From ""item group"" in trade definitions"
632,1951,Bananas and plantains,Fruits,,Other crops,,,489,Plantains and others,,,1,,80300,80310,1313,"From ""item group"" in trade definitions"
633,1967,Beer,Alcohol+Tobacco,Barley,Commodity crops,,,51,Beer of barley,,,1,,220300,220300,24310.01,"From ""item group"" in trade definitions"
634,1967,Beer,Alcohol+Tobacco,Sorghum,Commodity crops,,,86,Beer of sorghum,,,1,,220300,220300,24310.04,"From ""item group"" in trade definitions"
635,1895,Beverages,Alcohol+Tobacco,Barley,Commodity crops,,,51,Beer of barley,,,1,,220300,220300,24310.01,"From ""item group"" in trade definitions"
636,1895,Beverages,Alcohol+Tobacco,Sorghum,Commodity crops,,,86,Beer of sorghum,,,1,,220300,220300,24310.04,"From ""item group"" in trade definitions"
637,1895,Beverages,Alcohol+Tobacco,,Other crops,,,634,"Beverages, distilled alcoholic",,,1,,"220820, 220830, 220840, 220850, 220860, 220870, 220890","220820, 220830, 220840, 220850, 220860, 220870, 220890",2413,"From ""item group"" in trade definitions"
638,1895,Beverages,Alcohol+Tobacco,,Other crops,,,39,"Beverages, fermented rice",,,1,,220600,220600,24230.02,"From ""item group"" in trade definitions"
639,1895,Beverages,Alcohol+Tobacco,,Other crops,,,633,"Beverages, non alcoholic",,,1,,"220210, 220290","220210, 220290",24490,"From ""item group"" in trade definitions"
640,1895,Beverages,Alcohol+Tobacco,,Other crops,,,517,Cider etc,,,1,,220600,220600,24230.03,"From ""item group"" in trade definitions"
641,1895,Beverages,Beverages,,Other crops,,"Grapes together with water in ""Beverages"" ok?",563,"Grapes, must",,,1,,"220421, 220429, 220430","220421, 220429, 220430",24212.01,"From ""item group"" in trade definitions"
642,1895,Beverages,Alcohol+Tobacco,,Other crops,,,565,Vermouths & similar,,,1,,"220510, 220590","220510, 220590",24220,"From ""item group"" in trade definitions"
643,1895,Beverages,Beverages,,Other crops,,"Grapes together with water in ""Beverages"" ok?",631,"Waters,ice etc",,,1,,"220110, 220190","220110, 220190",17400,"From ""item group"" in trade definitions"
644,1895,Beverages,Alcohol+Tobacco,,Other crops,,,564,Wine,,,1,,"220410, 220421, 220429","220410, 220421, 220429",24212.02,"From ""item group"" in trade definitions"
645,1894,Beverages+Tobacco,Alcohol+Tobacco,Barley,Commodity crops,,,51,Beer of barley,,,1,,220300,220300,24310.01,"From ""item group"" in trade definitions"
646,1894,Beverages+Tobacco,Alcohol+Tobacco,Sorghum,Commodity crops,,,86,Beer of sorghum,,,1,,220300,220300,24310.04,"From ""item group"" in trade definitions"
647,1894,Beverages+Tobacco,Alcohol+Tobacco,,Other crops,,,634,"Beverages, distilled alcoholic",,,1,,"220820, 220830, 220840, 220850, 220860, 220870, 220890","220820, 220830, 220840, 220850, 220860, 220870, 220890",2413,"From ""item group"" in trade definitions"
648,1894,Beverages+Tobacco,Alcohol+Tobacco,,Other crops,,,39,"Beverages, fermented rice",,,1,,220600,220600,24230.02,"From ""item group"" in trade definitions"
649,1894,Beverages+Tobacco,Beverages,,Other crops,,"Grapes together with water in ""Beverages"" ok?",633,"Beverages, non alcoholic",,,1,,"220210, 220290","220210, 220290",24490,"From ""item group"" in trade definitions"
650,1894,Beverages+Tobacco,Alcohol+Tobacco,,Other crops,,,517,Cider etc,,,1,,220600,220600,24230.03,"From ""item group"" in trade definitions"
651,1894,Beverages+Tobacco,Alcohol+Tobacco,,Other crops,,,828,Cigarettes,,,1,,"240220, 240290","240220, 240290",25020.01,"From ""item group"" in trade definitions"
652,1894,Beverages+Tobacco,Alcohol+Tobacco,,Other crops,,,829,"Cigars, cheroots",,,1,,"240210, 240290","240210, 240290",25020.02,"From ""item group"" in trade definitions"
653,1894,Beverages+Tobacco,Beverages,,Other crops,,"Grapes together with water in ""Beverages"" ok?",563,"Grapes, must",,,1,,"220421, 220429, 220430","220421, 220429, 220430",24212.01,"From ""item group"" in trade definitions"
654,1894,Beverages+Tobacco,Alcohol+Tobacco,,Other crops,,,831,Tobacco products nes,,,1,,"240310, 240391, 240399","240310, 240391, 240399",25090,"From ""item group"" in trade definitions"
655,1894,Beverages+Tobacco,Alcohol+Tobacco,,Other crops,,,826,"Tobacco, unmanufactured",,,1,,"240110, 240120, 240130","240110, 240120, 240130",1970,"From ""item group"" in trade definitions"
656,1894,Beverages+Tobacco,Alcohol+Tobacco,,Other crops,,,565,Vermouths & similar,,,1,,"220510, 220590","220510, 220590",24220,"From ""item group"" in trade definitions"
657,1894,Beverages+Tobacco,Beverages,,Other crops,,"Grapes together with water in ""Beverages"" ok?",631,"Waters,ice etc",,,1,,"220110, 220190","220110, 220190",17400,"From ""item group"" in trade definitions"
658,1894,Beverages+Tobacco,Alcohol+Tobacco,,Other crops,,,564,Wine,,,1,,"220410, 220421, 220429","220410, 220421, 220429",24212.02,"From ""item group"" in trade definitions"
659,2071,Bovine Meat,Meat,,Non crops,,,874,"Meat, beef and veal sausages",,,1,,160100,160100,21184.01,"From ""item group"" in trade definitions"
660,2071,Bovine Meat,Meat,,Non crops,,,872,"Meat, beef, dried, salted, smoked",,,1,,21020,21020,21182,"From ""item group"" in trade definitions"
661,2071,Bovine Meat,Meat,,Non crops,,,875,"Meat, beef, preparations",,,1,,160250,160250,F0875,"From ""item group"" in trade definitions"
662,2071,Bovine Meat,Meat,,Non crops,,,947,"Meat, buffalo",,,1,,"020110, 020120, 020130, 020210, 020220, 020230","020110, 020120, 020130, 020210, 020220, 020230",21112,"From ""item group"" in trade definitions"
663,2071,Bovine Meat,Meat,,Non crops,,,867,"Meat, cattle",,,1,,"020110, 020120, 020210, 020220","020110, 020120, 020210, 020220",21111.01,"From ""item group"" in trade definitions"
664,2071,Bovine Meat,Meat,,Non crops,,,870,"Meat, cattle, boneless (beef & veal)",,,1,,"020130, 020230","020130, 020230",21111.02,"From ""item group"" in trade definitions"
665,2071,Bovine Meat,Meat,,Non crops,,,873,"Meat, extracts",,,1,,160300,160300,21185,"From ""item group"" in trade definitions"
666,2071,Bovine Meat,Meat,,Non crops,,,877,"Meat, homogenized preparations",,,1,,160210,160210,23991.04,"From ""item group"" in trade definitions"
667,1938,Butter,Dairy products+eggs,,Non crops,,,983,"Butter and ghee, sheep milk",,,1,,"040510, 040520, 040590","040510, 040520, 040590",22249.01,"From ""item group"" in trade definitions"
668,1938,Butter,Dairy products+eggs,,Non crops,,,886,"Butter, cow milk",,,1,,"040510, 040520","040510, 040520",22241.01,"From ""item group"" in trade definitions"
669,1938,Butter,Dairy products+eggs,,Non crops,,,887,"Ghee, butteroil of cow milk",,,1,,40590,40590,22241.02,"From ""item group"" in trade definitions"
670,1938,Butter,Dairy products+eggs,,Non crops,,,953,"Ghee, of buffalo milk",,,1,,40590,40590,22242.02,"From ""item group"" in trade definitions"
671,1931,Canned Meat nes,Meat,,Non crops,,,1060,"Fat, liver prepared (foie gras)",,,1,,160220,160220,21189.02,"From ""item group"" in trade definitions"
672,1931,Canned Meat nes,Meat,,Non crops,,,878,Liver prep.,,,1,,160220,160220,21189.01,"From ""item group"" in trade definitions"
673,1931,Canned Meat nes,Meat,,Non crops,,,874,"Meat, beef and veal sausages",,,1,,160100,160100,21184.01,"From ""item group"" in trade definitions"
674,1931,Canned Meat nes,Meat,,Non crops,,,875,"Meat, beef, preparations",,,1,,160250,160250,F0875,"From ""item group"" in trade definitions"
